"mun_name","uf","indice_diversidade"
"Piripa","BA","0.4430791188979289940880"
"Sitio d'Abadia","GO","0.442882373257756297211"
"Itaitinga","CE","0.4428407259268031981371"
"Sao Joao da Lagoa","MG","0.4428130022754480922835"
"Senador Rui Palmeira","AL","0.44271346263491558937102"
"Santa Quiteria","CE","0.4427092560011679240547"
"Senador Guiomard","AC","0.442642223226821644692"
"Cachoeirinha","TO","0.4425267733552878790646"
"Duque Bacelar","MA","0.4425136534417766981289"
"Macambira","SE","0.44238008595874558505500"
"Porto Xavier","RS","0.4423525880584396856767"
"Careiro da Varzea","AM","0.442206708167146215908"
"Sao Pedro do Turvo","SP","0.441890038817059523503"
"Santa Rita do Tocantins","TO","0.4418085358515227882628"
"Pedralva","MG","0.44174443070162103895745"
"Luzilandia","PI","0.441584848358368317592513"
"Monte Alto","SP","0.4415843642342182378735"
"agua Boa","MG","0.4415216955775316634890"
"Baturite","CE","0.4413897935847722874906"
"Pintopolis","MG","0.44135801534286791940716"
"Encruzilhada","BA","0.44130033076899252685844"
"Tartarugalzinho","AP","0.4412923022664298147012"
"Amapa","AP","0.4412439829809043723389"
"Serrita","PE","0.4409848733426322410158"
"Vigia","PA","0.4408804811666943582300"
"Sagrada Familia","RS","0.44067507804370447451"
"Santa Rita do Passa Quatro","SP","0.4406055006133031631978"
"Sao Joao das Missoes","MG","0.440578150656659563300000"
"Capanema","PA","0.440570503797510572742"
"Novo Oriente de Minas","MG","0.440539082766500316713"
"Americana","SP","0.4404516332885224992658"
"Aguiarnopolis","TO","0.4404499844706591387937"
"Ouro Fino","MG","0.4404129202958364394308"
"Ribeira do Piaui","PI","0.4403554698724839255520"
"Neves Paulista","SP","0.44028244275807273730263"
"Itapaje","CE","0.4401498360092095705042"
"Otacilio Costa","SC","0.44012090088056621373022"
"Urubici","SC","0.4400813913929404517511"
"Assis","SP","0.4398889094230593552924"
"Santana do Cariri","CE","0.43980338362640812743672"
"Bom Jesus das Selvas","MA","0.4394062100785005136617"
"Paulo Ramos","MA","0.4393065370770770244730"
"Jaboti","PR","0.43925796156901547581680"
"Cambui","MG","0.4392408895081779115575"
"Matoes","MA","0.4391801515759580251297"
"Caldas","MG","0.439072044856785263169"
"Pedranopolis","SP","0.439016094124020630417"
"Capinzal","SC","0.4389546316255957242297"
"Reboucas","PR","0.4389324394711846026047"
"Santarem","PA","0.438848908612287231767"
"Tatui","SP","0.438834047001452574195"
"Axixa","MA","0.4387276274584706494189"
"Paraiso","SP","0.438643617669764941200"
"Santa Luzia","MA","0.4385118113425016091987"
"Palma Sola","SC","0.43838700878907220888664"
"Sao Joao do Caru","MA","0.43838613312021605387504"
"Fortaleza dos Nogueiras","MA","0.4382773694119532126309"
"Tutoia","MA","0.4382685688432854600410"
"Monte Azul Paulista","SP","0.43805678756173218758187"
"Tupiratins","TO","0.43799040740618404523"
"Matias Olimpio","PI","0.43793872804010065063534"
"Palhoca","SC","0.437897060061050327350"
"Presidente Medici","MA","0.437695624824055559263"
"Heliodora","MG","0.43764224887734413977478"
"Aracoiaba","CE","0.43761266239075606416429"
"Guaiuba","CE","0.437542877845719313553792"
"Joao Costa","PI","0.4375415207065038714786"
"Corbelia","PR","0.4375258002188066942008"
"Sao Jorge d'Oeste","PR","0.4373202125046294988760"
"Itapecuru Mirim","MA","0.43698985347250539940974"
"Governador Archer","MA","0.436988834245993113751802"
"Guajara","AM","0.4369580814886335369266"
"Realeza","PR","0.436908772558074561224"
"Cachoeira de Pajeu","MG","0.436709686825613522248"
"Rio Vermelho","MG","0.436545586213115299981049"
"Balsa Nova","PR","0.436444685212192601377"
"Martinopole","CE","0.4363555707860017615684"
"Jandaira","BA","0.436333760481886204483"
"Guaribas","PI","0.43617453693291948185565"
"Vitorino Freire","MA","0.436155187012299929042722"
"Grao Mogol","MG","0.43604289411262758056886"
"Vere","PR","0.43596121749952762881722"
"Turilandia","MA","0.4358895841513205756374"
"Jau","SP","0.4356394065420407364902"
"Sao Pedro","SP","0.4356309718150946293989"
"Mae do Rio","PA","0.4356233829765582778150"
"Sitio do Quinto","BA","0.43555940262863535931201"
"Girau do Ponciano","AL","0.4355547464740066202313"
"Tamboril do Piaui","PI","0.43546392435389412484"
"Sao Miguel das Missoes","RS","0.435419101030434849672"
"Sao Domingos","SE","0.4352395182424802874590"
"Comercinho","MG","0.43519034800566332098446"
"Araripe","CE","0.4350938001329999416455"
"Croata","CE","0.43501864606662228168392"
"Estiva Gerbi","SP","0.4348851527146051571621"
"Miguel Alves","PI","0.43479088835624224510246"
"Nhandeara","SP","0.43460464159038133023978"
"Itamaraju","BA","0.4344997706393306306542"
"Bocaina do Sul","SC","0.4344934228231375794415"
"Xanxere","SC","0.434452415827864001363"
"Axixa do Tocantins","TO","0.4343980157982093093854"
"Irai","RS","0.43431590356640308120"
"Pacaja","PA","0.4342191157558701142946"
"Pirangi","SP","0.43407942347956852120661"
"Lagoa do Mato","MA","0.434027970141933610857800"
"Capao Bonito do Sul","RS","0.43395557337305867002"
"Demerval Lobao","PI","0.43392939719517005526185"
"Ponto dos Volantes","MG","0.433813820635749896312830"
"Presidente Figueiredo","AM","0.433670188658131450461"
"Nova Esperanca do Sudoeste","PR","0.43357826299209717908974"
"Capela do Alto","SP","0.4335439321032888962255"
"Bombinhas","SC","0.433500544201575578749"
"Candido Mota","SP","0.4334555879876708366877"
"Cascavel","CE","0.433250916985262882721"
"Sao Lourenco do Piaui","PI","0.43322597066037299272738"
"Ivai","PR","0.43322349489982485844800"
"Paraipaba","CE","0.4330919266302100750493"
"Glaucilandia","MG","0.43302348345725462092"
"Pedro do Rosario","MA","0.4325449766544754155160"
"Ibiapina","CE","0.43249667117909493942154"
"Tejupa","SP","0.4324043107000892254783"
"Camocim","CE","0.4323662326373897980168"
"Moncoes","SP","0.4322887529188007683452"
"Porto de Pedras","AL","0.4322648841207205919331"
"Arapua","MG","0.4321618639034833197390"
"Palmacia","CE","0.4321152956869838561408"
"Buriticupu","MA","0.432081687731598577952"
"Doutor Ulysses","PR","0.4320354485694687197606"
"Itabera","SP","0.43192245591800017222006"
"Santa Maria do Para","PA","0.431812939646724686007"
"Rio das Antas","SC","0.4316960131646005503353"
"Sao Joao da Fronteira","PI","0.4316871003359385217752"
"Monjolos","MG","0.4315356948289117730706"
"Mandirituba","PR","0.4314890740795932365473"
"Itapira","SP","0.4309517776211103306125"
"Cacimbas","PB","0.4309098899137500311662"
"Sales Oliveira","SP","0.43088338189390427550439"
"Capivari do Sul","RS","0.43078221412861976280"
"Nova Prata do Iguacu","PR","0.43075106110856901572476"
"Monte Formoso","MG","0.4306848673858360277434"
"Ronda Alta","RS","0.43064670682349146527875"
"Setubinha","MG","0.43043795721896195414246"
"Sao Joao","PR","0.43034707504681087641719"
"Tres Barras do Parana","PR","0.43034628489923135845484"
"Capistrano","CE","0.4302386093277715380229"
"Ametista do Sul","RS","0.430215626468452304668"
"Ze Doca","MA","0.43020453243941537585604"
"Herval d'Oeste","SC","0.4300183677240943198605"
"Chaval","CE","0.429754716253636379582700"
"Piedade","SP","0.4294536704035528425963"
"Ibira","SP","0.4292550643549757383756"
"Virmond","PR","0.42917913391478671340732"
"Eneas Marques","PR","0.4291389232761219496407"
"Andradas","MG","0.4290622882855797664165"
"Baependi","MG","0.42894618266174153484373"
"Salgado Filho","PR","0.42879891602995972750854"
"Moju","PA","0.4287758495069699103630"
"Carauari","AM","0.4287493641043825642974"
"Sambaiba","MA","0.428586754463106090638"
"Jardim","CE","0.428324012278481865609"
"Horizonte","CE","0.4282667608442142577811"
"Lagoinha do Piaui","PI","0.427968673681402768158"
"Novo Jardim","TO","0.427891572321985159565"
"aguas da Prata","SP","0.42787921460436906001"
"Pitanga","PR","0.4273749923572888735790"
"Ibitiura de Minas","MG","0.42731130044664837093792"
"Nova Resende","MG","0.42722900150409016155503"
"Porteiras","CE","0.4271963467806434413201"
"Wagner","BA","0.427193685486804241301"
"Santa Helena","PR","0.427176326954421343837"
"Guaramirim","SC","0.4271412393136009837373"
"Conceicao da Aparecida","MG","0.42713060246458919641601"
"Carvalhopolis","MG","0.4271118958571281264146"
"Igarape do Meio","MA","0.4270836181914155772713"
"Entre Rios do Sul","RS","0.4270231543612524231078"
"Itamonte","MG","0.42669388382695699823976"
"Candido Rodrigues","SP","0.4266459437637253587568"
"Ibaretama","CE","0.426473978245873320940000"
"Francisco Macedo","PI","0.42642948087088055646"
"Ribeirao Grande","SP","0.4262865276338903652826"
"Wenceslau Braz","PR","0.4262417339740819354603"
"Amontada","CE","0.4262393816222398020433"
"Brasileia","AC","0.426179278106508875737"
"Rio Preto da Eva","AM","0.426138186777077775955"
"Cachoeira do Piria","PA","0.42605399586699327265462"
"Rio dos indios","RS","0.425891523504692228975"
"Bodoco","PE","0.4257816765441399345056"
"Itajobi","SP","0.4255959043984102880169"
"Moncao","MA","0.4255914906214482837585"
"Parnagua","PI","0.425517907902361981601"
"Riachao do Dantas","SE","0.425513400854336535262261"
"Governador Eugenio Barros","MA","0.42547304257932055930312"
"Medina","MG","0.425387597891437854392750"
"Itapipoca","CE","0.425315244294797792118"
"Santana da Ponte Pensa","SP","0.42509017892358994586"
"Jardinopolis","SC","0.4250441319698076454811"
"Vera Mendes","PI","0.4249487762741855587787"
"Quitandinha","PR","0.4249464389122110795384"
"Curralinhos","PI","0.42484462685669705963245"
"Itapolis","SP","0.42467440226592363065572"
"Japura","PR","0.42441503170043377124"
"Monte Siao","MG","0.42438929400764152925902"
"Ponta Grossa","PR","0.4243517088906678562913"
"Riacho de Santo Antonio","PB","0.42430073063363007829"
"Cerquilho","SP","0.4242945433156156616072"
"Cristino Castro","PI","0.424276106909566758348600"
"Sao Joao do Triunfo","PR","0.4242463960620260785985"
"General Sampaio","CE","0.4242430483891725353015"
"Marmeleiro","PR","0.4241998735011383659555"
"Uniao da Vitoria","PR","0.4241992633788221672717"
"Pirai do Sul","PR","0.4241652848899506464384"
"Porto Alegre","RS","0.424159775734831096493"
"Bela Vista da Caroba","PR","0.4239759083673103775686"
"Careiro","AM","0.423820399275022323946"
"Sao Raimundo do Doca Bezerra","MA","0.4237782128592685409895"
"Lagoinha","SP","0.4237730014631405507035"
"Dois Vizinhos","PR","0.4236680939553447639982"
"Rosario","MA","0.4235552154276867293925"
"Francinopolis","PI","0.42349965077648339926575"
"Valinhos","SP","0.4234783274763360332012"
"Roque Gonzales","RS","0.42337713524369379770007"
"Santo Antonio das Missoes","RS","0.422950004712979545672456"
"Itaubal","AP","0.4228834780634831935013"
"Novo Acordo","TO","0.422727257434332504213"
"Marcos Parente","PI","0.422689353229693115893"
"Maraja do Sena","MA","0.4226816773675968856800"
"Socorro do Piaui","PI","0.4224633935819825201752"
"Altos","PI","0.422449539724692520891876"
"Pranchita","PR","0.42237786340172834769464"
"Porto Estrela","MT","0.4223763384418351199733"
"Poco Fundo","MG","0.42220966891149642949675"
"Iraquara","BA","0.4220566136829683118290"
"Sao Jose do Norte","RS","0.42191757876394213878149"
"Biguacu","SC","0.4217597545354458863628"
"Francisco Beltrao","PR","0.4216041791814677025637"
"Barra Velha","SC","0.421559517267222187125"
"Santa Izabel do Para","PA","0.421479385068823620462"
"Bariri","SP","0.4213754828134333185729"
"Bom Sucesso do Sul","PR","0.42133098418735011417"
"Rodrigues Alves","AC","0.42127435969060387791"
"Itapejara d'Oeste","PR","0.4212456748622025168429"
"Uru","SP","0.42077401184861592010"
"Itacurubi","RS","0.42075334238198890193"
"Barcarena","PA","0.420706149930276839995"
"Dourado","SP","0.4206185238599259479055"
"Amparo","SP","0.4205825603929516875978"
"Ariranha","SP","0.42058037870785606551170"
"Mogi Mirim","SP","0.420436746163850727420"
"Caridade","CE","0.4203332057337138630403"
"Arraial","PI","0.42023758712506852532"
"Cafeara","PR","0.419976499497401077416"
"SapucaiMirim","MG","0.419910948182343088530"
"Guaraciama","MG","0.4198504103913199598877"
"Machacalis","MG","0.41981732969442935389411"
"Cristalia","MG","0.41974118921208492424587"
"Santa Barbara do Para","PA","0.4196110907889141190936"
"Nova Olinda do Maranhao","MA","0.41942302710662230686889"
"Patos do Piaui","PI","0.41923554120919960075"
"Morro Cabeca no Tempo","PI","0.419181539074092256074"
"Tapes","RS","0.419123655417904792241838"
"Camboriu","SC","0.418967671180465416239"
"Olivenca","AL","0.4188524103266139799660"
"Sapucaia","PA","0.4187432279527237644762"
"Pedra Branca","CE","0.41861449786349148681573"
"Murici dos Portelas","PI","0.41855040604875064659323"
"Mogi Guacu","SP","0.4185345972700879950501"
"Nova Erechim","SC","0.41851499725766044097"
"Pajeu do Piaui","PI","0.41834511111111111111"
"Cesario Lange","SP","0.4183236119506925275178"
"Chaves","PA","0.418157532871491876097"
"Ubajara","CE","0.4181259133682889778386"
"Santana de Mangueira","PB","0.41796614356118103116"
"Torre de Pedra","SP","0.41790767384372530528"
"Almeirim","PA","0.4179074500067397463843"
"Epitaciolandia","AC","0.4176636439550385737374"
"Jaqueira","PE","0.417581472955178935468404"
"Miraima","CE","0.4175216364687396613985"
"Lajeado Novo","MA","0.417389973492431886608"
"Imbituva","PR","0.41729010959118087347409"
"Fernando Prestes","SP","0.4171359266582461381214"
"Borborema","SP","0.41680713079251335251614"
"Sao Jose do Alegre","MG","0.4167457913558782155525"
"Ipixuna do Para","PA","0.4165655712766645384062"
"Arealva","SP","0.41651166696168806707124"
"Marianopolis do Tocantins","TO","0.4164270966242492038609"
"Tufilandia","MA","0.416283100937384313264"
"Juramento","MG","0.4161627866354731541969"
"Alvorada do Gurgueia","PI","0.4160768775700223177233"
"Pracuuba","AP","0.41601807781600379289923"
"Pantano Grande","RS","0.415981227357230013952049"
"Santa Rita d'Oeste","SP","0.41574023980060217245"
"Santa Terezinha do Progresso","SC","0.4157189754446201921362"
"Coxilha","RS","0.415381429402314586944"
"Santa Cruz do Rio Pardo","SP","0.4153761830527954626428"
"Sao Joao do Polesine","RS","0.4153718840318240848420"
"Ipubi","PE","0.415313057008185623587"
"Toledo","MG","0.4152884731341708499024"
"Chapadinha","MA","0.41494145772717101425828"
"Ararenda","CE","0.414869099408504867268"
"Sao Jose","SC","0.414814388655507839677"
"Novo Tiradentes","RS","0.4148075832364163501500"
"Rio Grande","RS","0.4147922500129665197616"
"Alvorada de Minas","MG","0.41438628417957712545384"
"Contenda","PR","0.414338780184509700300"
"Mostardas","RS","0.41431022227148057613653"
"Sao Francisco do Sul","SC","0.414233651464746425809"
"Tres Barras","SC","0.414226035791798831080"
"Boa Esperanca do Iguacu","PR","0.4140447401495762834912"
"Santo Antonio do Itambe","MG","0.4139426412804666206720"
"Alterosa","MG","0.4137862844442458956893"
"Sao Gabriel","RS","0.4134765431937064293208"
"Ibiraiaras","RS","0.4132605145739738419785"
"Campos Novos","SC","0.4132147963110438498133"
"Trairi","CE","0.4130549187948356630913"
"Campos do Jordao","SP","0.4130505320408094516456"
"Tururu","CE","0.4129992915750374403663"
"Tijucas","SC","0.4128800366316329892069"
"Santo Antonio do Taua","PA","0.412446784822326181669"
"Nova Itaberaba","SC","0.412384541150708111311"
"Brusque","SC","0.412238148244333243972"
"Lavras do Sul","RS","0.4120955556203272501500"
"Cristinapolis","SE","0.41197030881296809275795"
"Manduri","SP","0.41193663480250720054544"
"Lindoia","SP","0.41172390645813347032"
"Aldeias Altas","MA","0.4114657584658668832525"
"Borda da Mata","MG","0.4114254888002087136550"
"Macaubal","SP","0.41125545495900580360431"
"oleo","SP","0.4112036112012657714261"
"Encruzilhada do Sul","RS","0.41110690894350216798938"
"Nova Araca","RS","0.41095396990218773313454"
"Xapuri","AC","0.410820697490695276720"
"Beruri","AM","0.41051225294204680037426"
"Pedra Bela","SP","0.410485039522378911661"
"Padre Carvalho","MG","0.4104835470425234148254"
"Jaborandi","BA","0.41044725917422860921202"
"Salto Veloso","SC","0.4103005380835508325517"
"Papanduva","SC","0.41029908445759395728737"
"Brejo","MA","0.4101285975709481328589"
"Nordestina","BA","0.41008916634702610141325"
"Formosa do Sul","SC","0.41008079382476932136"
"Sao Bento do Tocantins","TO","0.4100320460804894538031"
"Pao de Acucar","AL","0.4099314740633529793895"
"Vitoria do Jari","AP","0.40964355327440048423188"
"Barao de Antonina","SP","0.40958293020005436333"
"Mulungu do Morro","BA","0.409535894830275690990"
"Inhangapi","PA","0.4094918443562429280858"
"Eldorado do Sul","RS","0.4093905001061843966621"
"Santana do Itarare","PR","0.409282587179743217023"
"Sao Sebastiao da Boa Vista","PA","0.4092478564756722054339"
"Santa Barbara do Sul","RS","0.40923648902379563660930"
"Joaquim Tavora","PR","0.4090561859057866203724"
"Sarutaia","SP","0.409052556573011956011"
"Formosa do Oeste","PR","0.40894747202612310436"
"Julio de Castilhos","RS","0.40887221632909041891693"
"Muzambinho","MG","0.4081033241049872468686"
"Coari","AM","0.408075752311828304070"
"Floresta do Piaui","PI","0.407910945823073004067"
"Jaicos","PI","0.407791763276760921356200"
"Ourem","PA","0.4076978422512913815059"
"Barros Cassal","RS","0.40758512905815541487162"
"Tavares","RS","0.4074636781875935396710"
"Brasileira","PI","0.4073429010353469438531"
"Urupes","SP","0.407312449009393113538"
"Acarape","CE","0.407290192347119167642000"
"Palmeira","PR","0.4070208189115486630746"
"Itaporanga","SP","0.40699976523185905746"
"Palmeira das Missoes","RS","0.40659894686231952657880"
"Riacho Frio","PI","0.40638465230029586865"
"Pacoti","CE","0.406371607839471633989779"
"Fruta de Leite","MG","0.4063644773563624143348"
"Umirim","CE","0.40598895350570722432072"
"Angatuba","SP","0.4059785211598107612540"
"Ponta de Pedras","PA","0.4056545596802831173558"
"Cameta","PA","0.4055350777150881294424"
"Riachao","MA","0.40533033551469432593604"
"Dona Francisca","RS","0.4053139577358845624211"
"Novo Oriente do Piaui","PI","0.40523267586246932586"
"Videira","SC","0.40511931790856437615085"
"Marapoama","SP","0.405060354716836278970"
"Uniao do Oeste","SC","0.4050559084796563412672"
"Palmares do Sul","RS","0.40504114680528753106229"
"Catunda","CE","0.404959981714224693241"
"Sao Francisco de Paula","RS","0.404944455135769323445"
"Sant'Ana do Livramento","RS","0.4048703478475223352446"
"Segredo","RS","0.4048689820984947940132"
"Sena Madureira","AC","0.4048145227304571368439"
"Melgaco","PA","0.4043516484201255603719"
"Balsamo","SP","0.40431937129563328890402"
"Tasso Fragoso","MA","0.40423719632728543451003"
"Sao Lourenco do Oeste","SC","0.4041500892034065674004"
"Anapurus","MA","0.403891514650000852314999"
"Curitiba","PR","0.403885194230176868386"
"Coelho Neto","MA","0.4037639880946021735925"
"Lajeado Grande","SC","0.40360272907659613836"
"Ilhota","SC","0.403411119003290803532"
"EntreIjuis","RS","0.403339166082938618403"
"Itapema","SC","0.403323801957785310591"
"Joaquim Pires","PI","0.403294213872850236696222"
"Bernardino de Campos","SP","0.4031726739171732247835"
"Francisco Badaro","MG","0.40282907081866482401400"
"Bom Retiro","SC","0.40276998101286651075521"
"Fontoura Xavier","RS","0.40274651462405087579476"
"Nossa Senhora dos Remedios","PI","0.4027457899398869978652"
"Sao Jose do Herval","RS","0.402703557382178922847"
"Santiago do Sul","SC","0.40205723014996325851"
"Malhada","BA","0.401891326101039465450000"
"IgarapeAcu","PA","0.4018280320876690353989"
"Balneario Pinhal","RS","0.40181050003906738604818"
"Herval","RS","0.401743914662310776161"
"Godofredo Viana","MA","0.40173181340323468658169"
"Marechal Candido Rondon","PR","0.401699827908306233129"
"Sao Joao da Boa Vista","SP","0.40131702369258584415376"
"Cidreira","RS","0.4012596074667612402262"
"Barras","PI","0.4011697727390348640066"
"Itarare","SP","0.401167160867111905218"
"aguas de Lindoia","SP","0.40116016335448414529612"
"Muliterno","RS","0.40107554726941790595"
"Ipiranga","PR","0.4006115637297923374139"
"Pavussu","PI","0.40058609443395664493173"
"Floreal","SP","0.4005770830396306797016"
"Coluna","MG","0.4005447682868632346108"
"Sao Goncalo do Amarante","CE","0.400075646286645449945"
"Sao Pedro da Uniao","MG","0.400017600303395706159"
"Porto Vitoria","PR","0.399946752182640328812"
"Monte Alegre do Sul","SP","0.39984806744506952753395"
"Sao Sebastiao do Maranhao","MG","0.399533909321440489174825"
"Forquilhinha","SC","0.3994668060918290528575"
"Boa Vista do Gurupi","MA","0.39944655911161619229"
"Aratuba","CE","0.3994250559715993982940"
"Verdejante","PE","0.399101273988168105603"
"Granito","PE","0.39887143328956997935949"
"Quilombo","SC","0.39881463380953241732238"
"Jupia","SC","0.3987377499320238510138"
"Santo Antonio do Jardim","SP","0.3987034597961259518027"
"Estiva","MG","0.39860711136823150002813"
"Araguana","MA","0.39833883296389295979470"
"Pinheirinho do Vale","RS","0.3982962021386015641667"
"Governador Luiz Rocha","MA","0.39817500588191441163773"
"Lagoao","RS","0.3980700463547982297453"
"Balneario Picarras","SC","0.397765573574064322089"
"Capivari de Baixo","SC","0.3970425745448693623120"
"Formigueiro","RS","0.39692297210593959347049"
"Jaguaretama","CE","0.39678660423396604447058"
"PeixeBoi","PA","0.3967314103150111321487"
"Jucurucu","BA","0.3965363722695018533088"
"Senador Jose Bento","MG","0.3963822865886736827933"
"Pirangucu","MG","0.39618184857811411241368"
"Planalto","RS","0.39605032047146472106845"
"Quatipuru","PA","0.3958574869812766282489"
"Porto Barreiro","PR","0.3956818064329359704716"
"Sao Jose dos Ausentes","RS","0.39548583948691408458"
"Barracao","RS","0.39547982414168551350756"
"Avelino Lopes","PI","0.395478914212519906419"
"Faxinal do Soturno","RS","0.39526258368694264177073"
"Acara","PA","0.3951866304025739532535"
"Pelotas","RS","0.3950962441586103047416"
"Cacequi","RS","0.395019968444548269481637"
"Riqueza","SC","0.39499980293680464843622"
"Maues","AM","0.3947232760819711034251"
"Sao Luiz do Paraitinga","SP","0.3947054590193426295485"
"Pinheiro Preto","SC","0.394655194126812167647"
"Turmalina","SP","0.394173381950709390310"
"Sao Pedro das Missoes","RS","0.39415441737400345767"
"Sulina","PR","0.39372076122228231476"
"Milagres do Maranhao","MA","0.3934006869904293270946"
"Capixaba","AC","0.3932909804782621321167"
"Aurora do Para","PA","0.3932293036565144241944"
"Granja","CE","0.3931859155313508384104"
"Alto Parnaiba","MA","0.3931466071181123657363"
"Luis Domingues","MA","0.3928687409639340122963"
"Tefe","AM","0.3927715616908401142084"
"Siqueira Campos","PR","0.3926385945131622455481"
"Alcantaras","CE","0.392476587272111108287000"
"Rolador","RS","0.3920914606926959363719"
"Salesopolis","SP","0.39208095528737321052383"
"Coronel Martins","SC","0.392006050337400113736"
"Quijingue","BA","0.3916825974862317235083"
"Jose de Freitas","PI","0.39160892294023196221577"
"Rosario do Sul","RS","0.3911685469998328311147"
"Baia da Traicao","PB","0.3910220161741044328630"
"Porto","PI","0.391000783032349364717900"
"Morro do Chapeu do Piaui","PI","0.39098342139926418265687"
"Canela","RS","0.3908321816904890706720"
"agua Doce do Maranhao","MA","0.390529776929189730661807"
"Ampere","PR","0.39028237324662990291110"
"Itatira","CE","0.39026466035212139538406"
"Pirapemas","MA","0.39001344726260330788423"
"Lagoa Alegre","PI","0.38872049479636139655315"
"Santa Cruz do Escalvado","MG","0.38862085415032489229232"
"Gaspar","SC","0.388534524187458507039"
"Salto do Lontra","PR","0.388454324981108439974184"
"Governador Nunes Freire","MA","0.3879776726600917146257"
"Novo Horizonte","SC","0.3878221714881892345080"
"Lizarda","TO","0.3876061388029643314400"
"Monte Belo","MG","0.38760610605113866243803"
"Irituia","PA","0.3875834254949993974419"
"Campestre","MG","0.38751210017408860482714"
"Ribeirao do Sul","SP","0.387466056673098406829"
"Tupancireta","RS","0.38739548554500964861271"
"Presidente Juscelino","MA","0.38727035910153461801968"
"Cachoeira do Arari","PA","0.3872182487101316940214"
"Iranduba","AM","0.387210204270347383258"
"Herveiras","RS","0.38694040711481975461"
"Terra Alta","PA","0.38655059171597633135694"
"Mimoso de Goias","GO","0.3865247396603188411106"
"Perola d'Oeste","PR","0.38649325475898572850399"
"Praia Norte","TO","0.38620283537889654802578"
"Palmital","SP","0.3856825376100440660114"
"Florianopolis","SC","0.385653648590494210005"
"Pien","PR","0.3855469371890151200724"
"Pinhal da Serra","RS","0.3855150802294803763892"
"Sao Vicente do Sul","RS","0.38538357221700345092200"
"Madeiro","PI","0.3853602336173235345499"
"Macieira","SC","0.38525105621639814708"
"Jaboticaba","RS","0.38448617977050511242287"
"Pinhal","RS","0.3844306342362176054607"
"Paramoti","CE","0.3844178054242511294970"
"Pinhalzinho","SP","0.38437096410540759135275"
"Anchieta","SC","0.38427957514045669543349"
"Cristal do Sul","RS","0.3841106994694532697218"
"Moraujo","CE","0.3838905870193914102047"
"Bonito de Minas","MG","0.38377185770916194769051"
"Pinhalzinho","SC","0.3836286937723794502746"
"Rio Negro","PR","0.3832804343271205805980"
"Bujaru","PA","0.3831528232514839952958"
"Acorizal","MT","0.383144427354504316509"
"Alto Paraguai","MT","0.38284714064264168037664"
"Capao do Leao","RS","0.3828118799431443446981"
"Bandeirante","SC","0.3827438588142364146213"
"Joinville","SC","0.3825866437059139351658"
"Taguai","SP","0.382382095559861129812"
"Sigefredo Pacheco","PI","0.38232024011192111885011"
"Barroquinha","CE","0.382252525146515753542739"
"Massape","CE","0.3821057383637865905243"
"Jatoba do Piaui","PI","0.38203902983734035727691"
"Torrinha","SP","0.3820099727772615399798"
"Urucuia","MG","0.38199812624200555545978"
"Dom Pedrito","RS","0.38197764548986759093416"
"Sao Goncalo do Gurgueia","PI","0.381882664316509436188"
"Chorrocho","BA","0.3817326185269082340565"
"Nova Timboteua","PA","0.38168747597010410819612"
"Manaquiri","AM","0.3810840320427187956251"
"Colares","PA","0.38096028307419136118637"
"Consolacao","MG","0.380948755387399512641"
"Macurure","BA","0.380926471982583094363"
"Marmelopolis","MG","0.380900195312500000000"
"Icatu","MA","0.3807335890506182657592"
"Timburi","SP","0.3807295839306797099027"
"Rio Negrinho","SC","0.380579936986808075512"
"Wenceslau Braz","MG","0.3804529705610210970384"
"Albertina","MG","0.38036428382576508692"
"Carlopolis","PR","0.380267950035871247038"
"Normandia","RR","0.37987918461248934578865"
"Erval Grande","RS","0.37987228912688387939"
"Santa Maria de Jetiba","ES","0.37986387840226465858484"
"Cajazeiras do Piaui","PI","0.37963784247568031352"
"Porto Uniao","SC","0.379486221470074770407"
"Seara","SC","0.3793063514625138879233"
"Pedra Azul","MG","0.379272116500833014306579"
"Butia","RS","0.3790902741933521101804"
"Pongai","SP","0.3790123654946089393375"
"Sao Sepe","RS","0.3789751397681055488665"
"Belterra","PA","0.378937911460141465964"
"Espirito Santo do Pinhal","SP","0.3785570603124785909816"
"Pontao","RS","0.37842188089122443208680"
"Caxias do Sul","RS","0.3783088122633018232036"
"Sao Jose do Cerrito","SC","0.3782984890899112511517"
"Carnaubeira da Penha","PE","0.37829375355627979738960"
"Ibiquera","BA","0.378243574613756137122"
"Serra Negra","SP","0.3781740083667270841278"
"Alenquer","PA","0.3774754898033191061229"
"Esmeralda","RS","0.3772177282089336575885"
"Monte Alegre","PA","0.3771167715400464531558"
"Gramado Xavier","RS","0.377020992970586683385"
"Sao Borja","RS","0.37688803713478168080347"
"Porto Belo","SC","0.3768080839758931841456"
"Sao Luiz Gonzaga","RS","0.3767598189560588640314"
"Caibate","RS","0.37671224952566060436844"
"Eugenio de Castro","RS","0.3766428870529169850198"
"Iraucuba","CE","0.37658976629412946727133"
"Novo Barreiro","RS","0.37653578216835696952096"
"Meruoca","CE","0.376476244991672980084273"
"Itanhandu","MG","0.37642536027720613895999"
"Girua","RS","0.376302318907198087035200"
"Brejo de Areia","MA","0.37620222040503828081764"
"Itapuca","RS","0.37594233854277580651"
"Sao Caetano de Odivelas","PA","0.3752849285938316207741"
"Celso Ramos","SC","0.37517089739801284312"
"Guaiba","RS","0.3749975670739055740985"
