muncod_ibge,pop_total,pop_branca,pop_preta,pop_amarela,pop_parda,pop_indigena
2512747,2927,899,179,1,1848,
2512754,4690,1122,544,,3024,
2512762,4738,1853,132,,2753,
2512788,1955,556,24,,1375,
2512804,8493,3520,370,20,4582,1
2512903,24581,6439,1087,14,12793,4248
2513000,3355,960,200,,2193,2
2513109,11505,4171,1637,16,5677,4
2513158,7670,3082,163,4,4418,3
2513208,5947,2665,387,9,2885,1
2513307,5865,1818,295,,3752,
2513356,3227,961,188,,2078,
2513406,14959,5620,1706,32,7592,9
2513505,5010,1240,158,,3612,
2513604,6569,2490,507,5,3565,2
2513653,2539,678,197,,1664,
2513703,149910,43080,16680,225,89614,308
2513802,4402,1922,257,,2219,2
2513851,2622,1016,168,,1438,
2513901,32235,13988,1926,14,16299,8
2513927,4327,1649,442,1,2229,6
2513943,2585,1165,69,1,1350,
2513968,2595,698,413,,1483,1
2513984,3137,1323,148,3,1663,
2514008,4226,1674,241,4,2290,17
2514107,4263,1340,428,3,2486,6
2514206,7126,2757,593,18,3749,9
2514305,5034,1478,264,2,3290,
2514404,4083,1460,324,4,2294,1
2514453,5891,1794,366,,3719,12
2514503,19067,8330,1414,36,9285,2
2514552,3416,1104,161,2,2147,2
2514602,3242,1052,159,1,2030,
2514651,1699,547,194,,957,
2514701,4138,1767,245,30,2093,3
2514800,3411,1343,132,,1936,
2514909,7470,3308,433,25,3703,1
2515005,7066,2056,625,2,4381,2
2515104,11040,3622,748,5,6657,8
2515203,3279,956,79,,2224,20
2515302,51306,16620,3720,75,30858,31
2515401,10291,2489,708,49,7045,
2515500,13614,5608,879,42,7071,14
2515609,3094,898,377,5,1806,8
2515708,2942,831,186,,1922,
2515807,6828,2498,518,1,3809,2
2515906,4885,1273,344,4,3253,11
2515930,5054,2010,310,7,2713,14
2515971,8236,2733,440,35,5024,4
2516003,26774,8928,1538,10,16289,9
2516102,13968,4928,759,26,8250,5
2516151,3345,1163,142,2,2036,2
2516201,67259,27364,5669,78,34130,15
2516300,17166,5917,1284,24,9926,14
2516409,8010,2602,512,2,4890,4
2516508,14068,4696,959,28,8374,11
2516607,14101,4445,864,1,8790,1
2516706,14631,4594,892,49,9090,6
2516755,2966,1153,190,,1623,
2516805,9892,3506,431,8,5944,3
2516904,14930,5818,1005,13,8092,2
2517001,9124,3214,490,2,5418,
2517100,2668,1297,238,,1132,1
2517209,4864,2294,250,,2320,
2517407,2228,621,105,,1500,2
2600054,98462,29408,12522,130,54681,218
2600104,40241,17154,2263,80,20670,74
2600203,18674,8350,2044,28,8243,7
2600302,23779,10793,1831,35,11086,34
2600401,26461,7410,2388,44,16617,2
2600500,41548,10723,2594,34,23446,4745
2600609,13542,5046,1060,18,7285,133
2600708,35741,9362,4415,24,21923,17
2600807,20674,7868,841,13,11938,14
2600906,18205,6962,1507,14,9718,4
2601003,10241,3677,784,11,5755,14
2601052,19243,4067,2295,7,12866,6
2601102,85088,21294,7327,187,56203,61
2601201,77742,25356,7218,206,44459,502
2601300,12263,4588,700,,6975,
2601409,40121,11126,4090,46,24840,19
2601508,10378,3750,621,4,6003,
2601607,18301,2767,2490,2,12082,960
2601706,79507,27870,4250,53,47233,99
2601805,11232,3048,1966,22,6167,29
2601904,61694,30145,3319,122,28061,44
2602001,34478,7380,2092,17,24975,14
2602100,44294,12537,3358,84,28182,133
2602209,37629,14178,2084,25,21332,10
2602308,37474,15170,2361,41,19880,22
2602407,9079,3000,828,7,5222,22
2602506,7720,2683,363,5,4663,6
2602605,48648,18063,2645,50,27873,17
2602704,12808,3811,1707,6,7276,8
2602803,52097,12051,3651,75,35298,1022
2602902,203440,57148,27963,250,117889,184
2603009,30294,5795,3306,55,16820,4318
2603108,19899,8628,937,1,10325,7
2603207,28827,10939,1463,24,16391,10
2603306,11093,3569,553,3,6961,7
2603405,5228,1414,306,1,3504,3
2603454,147771,47382,19089,230,80786,282
2603504,17419,8037,1409,22,7941,10
2603603,7750,2692,472,9,4559,18
2603702,24329,8675,1504,8,14120,22
2603801,18338,8375,969,15,8957,22
2603900,18644,6806,1255,64,10501,16
2603926,12239,499,388,3,1911,9438
2604007,79293,25882,9244,67,43988,112
2604106,378048,168191,24406,560,184277,598
2604155,12967,5792,405,8,6758,4
2604205,32156,10475,2527,40,19090,24
2604304,10518,2533,896,23,7053,13
2604403,12984,2896,1214,11,8863,
2604502,20546,8589,1014,5,10920,18
2604601,24587,6375,2864,22,15323,3
2604700,17131,6203,826,25,10055,22
2604809,10198,3407,829,7,5949,6
2604908,15920,6899,1099,1,7920,1
2605004,23518,10053,1134,31,12272,26
2605103,37699,13136,3458,75,20995,35
2605152,17188,7730,818,19,8598,18
2605202,59891,17694,5158,67,36910,58
2605301,31843,7293,3840,53,20635,22
2605400,21427,7213,1527,30,12635,22
2605459,3167,1080,447,5,1626,9
2605509,15026,5122,1069,57,8774,4
2605608,20347,6591,951,41,12751,13
2605707,30137,5160,2691,48,18270,3967
2605806,13636,7410,304,8,5911,2
2605905,18214,5209,1957,43,10997,8
2606002,142506,54794,11901,200,75171,433
2606101,29347,8509,2726,47,18038,24
2606200,81055,21029,10016,96,49829,83
2606309,6967,1316,394,31,5224,2
2606408,86516,40924,4626,74,40776,116
2606507,17165,5545,1062,16,10518,24
2606606,26593,7140,1441,41,16646,1325
2606705,7140,3154,324,12,3648,2
2606804,115196,30851,14421,94,69627,197
2606903,11081,3954,733,20,6365,9
2607000,25603,5216,1319,18,16191,2859
2607109,4765,1941,293,7,2520,3
2607208,98932,24988,14498,220,59092,131
2607307,29009,6195,1472,58,21248,36
2607406,4284,441,839,1,1804,1199
2607505,32650,9459,1357,9,21797,28
2607604,24540,5946,3795,15,14732,50
2607653,34935,9189,3271,9,22455,11
2607703,13791,5521,671,19,7562,18
2607752,27749,5631,3859,30,18190,38
2607802,16554,3375,2163,22,10983,11
2607901,644037,210764,82059,1130,349062,1005
2607950,10247,2331,451,13,7451,1
2608008,15843,5728,848,20,9233,14
2608057,14020,2395,712,8,6175,4730
2608107,27725,10439,1765,21,15485,15
2608206,13269,3654,1525,40,8031,19
2608255,11517,4430,783,27,6273,4
2608305,15329,5382,793,13,9117,24
2608404,13648,5096,564,10,7976,2
2608453,17981,6251,1563,17,10125,22
2608503,19003,5054,2056,34,11798,61
2608602,11933,4941,482,8,6499,3
2608701,14076,5675,1191,7,7197,6
2608750,24088,5240,2819,20,15754,255
2608800,39582,15839,1816,43,21848,36
2608909,56510,21761,4435,30,30256,27
2609006,23879,8485,2017,35,13317,24
2609105,11333,4329,625,7,6368,4
2609154,23763,4543,642,13,18548,17
2609204,9359,3012,589,2,5755,1
2609303,14166,1254,2995,2,6592,3323
2609402,55292,16213,6831,120,31995,133
2609501,30648,8025,4803,47,17727,42
2609600,349976,117478,51718,622,179489,664
2609709,21808,8541,1097,7,12150,13
2609808,13613,1701,2497,10,8484,921
2609907,65245,17863,4229,83,42972,91
2610004,54584,17005,5844,86,31585,64
2610103,7031,2559,423,12,4019,18
2610202,22991,7955,1186,30,13811,8
2610301,12199,4253,280,16,7634,16
2610400,18612,5135,935,6,12527,9
2610509,28340,11122,1595,8,15607,7
2610608,56665,14841,6561,71,35144,47
2610707,342167,110884,46571,418,183579,711
2610806,22795,7239,1464,4,14037,51
2610905,62722,18579,3411,96,26687,13949
2611002,34161,7105,1842,28,21854,3332
2611101,386791,108120,44021,871,232013,1760
2611200,10500,3606,472,10,5894,518
2611309,27552,10583,2099,38,14800,28
2611408,13838,4678,1050,11,8098,1
2611507,17928,5600,1474,32,10810,12
2611533,6554,2337,408,2,3803,4
2611606,1488920,578413,182546,2703,722555,2656
2611705,20639,10105,617,10,9899,8
2611804,33507,10366,2815,16,20282,28
2611903,20009,4690,3475,26,11797,21
2612000,10887,5394,605,25,4854,9
2612109,5727,2197,471,6,3053,
2612208,62372,14551,8232,181,36247,3160
2612307,13836,4748,935,26,8096,29
2612406,18624,7120,1109,12,10324,59
2612455,13841,4120,595,10,9108,8
2612471,11567,2945,792,20,7798,12
2612505,98254,40497,5636,364,51635,121
2612554,12106,3207,435,27,8433,4
2612604,40578,5494,8502,10,26272,300
2612703,14013,5587,476,18,7923,7
2612802,10244,4017,622,15,5584,6
2612901,13113,3432,1135,13,8529,4
2613008,49449,18287,2700,47,28357,58
2613107,37126,15841,2525,67,18626,67
2613206,23837,7986,1092,7,14745,5
2613305,20037,9422,821,10,9768,16
2613404,18825,4239,1629,9,12942,6
2613503,34843,7522,2746,21,24093,461
2613602,31004,12231,1456,45,17234,38
2613701,111249,34135,15763,134,61112,103
2613800,16677,5789,1513,10,9363,2
2613909,92228,29213,8052,76,54191,690
2614006,18207,3948,1257,27,12967,8
2614105,32811,11137,2219,21,19381,51
2614204,37596,9025,5270,18,23268,15
2614303,10540,2691,622,6,7214,7
2614402,5210,2782,184,7,2230,7
2614501,64120,29464,2934,48,31627,46
2614600,27681,12265,1294,18,14076,28
2614709,13738,5379,480,24,7850,2
2614808,23902,3389,708,26,12749,7029
2614857,23561,5805,4079,32,13637,8
2615003,24736,11675,1229,53,11750,29
2615102,6513,2292,359,7,3845,8
2615201,8920,2364,688,10,5846,12
2615300,46147,15462,4777,54,25831,18
2615409,41137,16724,2415,53,21859,84
2615508,13867,3229,2079,3,8552,2
2615607,30321,7151,1949,31,21151,38
2615706,14705,4983,1120,31,8513,58
2615805,26937,6066,1762,31,17175,1885
2615904,8005,3171,517,12,4298,7
2616001,17251,6351,934,61,9864,39
2616100,9169,1512,684,36,6911,26
2616183,7558,3385,277,,3895,1
2616209,21959,9093,1102,18,11715,30
2616308,26359,8389,2776,7,15175,11
2616407,134084,47908,12973,186,72826,186
2616506,11611,3056,946,9,7595,5
2700102,19008,2625,1152,13,14861,357
2700201,13966,4374,1444,34,8107,7
2700300,234696,76745,16482,285,140721,451
2700409,37512,9909,4704,97,22784,16
2700508,16365,4304,1672,10,10370,8
2700607,7944,2134,848,19,4940,3
2700706,16448,4424,1392,4,10609,19
2700805,4722,1145,496,1,3057,23
2700904,5936,1400,471,,4063,2
2701001,21187,6007,1662,29,13481,7
2701100,9603,2346,944,29,6280,4
2701209,10482,2923,962,5,6575,17
2701308,16024,4600,1483,11,9901,29
2701357,6665,1754,638,3,4267,3
2701407,32106,8442,3626,33,19990,14
2701506,8143,1957,742,3,5434,7
2701605,15559,4216,853,9,10469,12
2701704,15032,4107,1926,19,8973,7
2701803,8999,1915,925,3,6136,20
2701902,5910,2171,335,1,3403,
2702009,10810,3717,730,,6360,
2702108,15816,5012,1018,23,9737,26
2702207,5581,1282,567,1,3729,2
2702306,50414,14026,5249,138,30939,60
2702355,25397,6913,1774,19,16678,12
2702405,51318,12521,3379,55,34947,415
2702504,9805,2695,503,7,6591,9
2702553,15429,4164,798,14,10436,17
2702603,22712,6739,1106,1,14522,342
2702702,3963,844,520,5,2591,3
2702801,9618,2448,1104,7,6050,9
2702900,36102,8159,2095,44,25782,21
2703007,13731,4816,1044,56,7790,23
2703106,23995,6843,1228,9,15880,35
2703205,21372,5206,1923,10,14222,10
2703304,15167,3154,671,21,10635,686
2703403,5083,863,830,,3390,
2703502,5352,1484,525,48,3285,9
2703601,9219,2081,1356,2,5778,2
2703700,4985,1227,378,,3378,2
2703759,9470,2945,937,16,5567,5
2703809,17150,4357,1791,20,9413,1569
2703908,4092,1069,206,21,2792,4
2704005,23907,6992,1805,33,15058,19
2704104,18457,5137,1291,21,11995,13
2704203,24740,7711,1690,73,15254,11
2704302,957916,325542,107251,2268,520808,2006
2704401,17700,5158,1145,6,11380,11
2704500,32174,7612,3746,57,20730,29
2704609,9534,2406,643,13,6464,8
2704708,60370,16913,7423,207,35712,114
2704807,13679,4521,1288,11,7853,6
2704906,3155,1081,240,1,1832,1
2705002,21844,5614,1183,19,14660,367
2705101,23857,5565,2721,22,15179,370
2705200,15405,4013,2075,19,9281,17
2705309,4845,1471,178,1,3193,2
2705408,7184,1233,953,1,4997,
2705507,25187,6800,2962,47,15345,30
2705606,10020,2777,673,64,6464,37
2705705,20695,4823,1618,31,14196,26
2705804,8349,1652,707,7,5949,34
2705903,4330,1222,220,23,2862,3
2706000,10812,2403,521,8,7867,13
2706109,11446,3432,484,6,7518,6
2706208,4325,705,883,,2735,2
2706307,71574,21359,4310,48,42938,2918
2706406,23823,3660,2291,18,17783,71
2706422,10573,1198,374,4,4199,4798
2706448,13835,3717,1435,25,8606,52
2706505,13804,3377,1737,14,8637,39
2706604,6576,2281,401,11,3873,10
2706703,58650,14959,6912,123,36478,176
2706802,15908,3866,1666,8,10349,19
2706901,35370,9632,4167,86,21455,26
2707008,2731,812,406,,1513,
2707107,22609,4804,1999,25,15708,73
2707206,12518,2949,722,1,8827,19
2707305,24071,5992,2861,59,15148,9
2707404,9295,1650,859,26,6752,8
2707503,20082,4652,1442,5,11621,2362
2707602,11080,3270,866,8,6911,25
2707701,93927,26716,10734,192,56189,93
2707800,6474,1638,524,4,4306,2
2707909,6919,1455,968,4,4480,12
2708006,46220,13641,2638,71,29704,166
2708105,11323,3605,818,7,6882,11
2708204,6555,1468,466,5,4547,69
2708303,20813,7009,1943,42,11790,29
2708402,30604,5164,1638,14,23717,65
2708501,30873,7712,3521,52,19568,20
2708600,51990,13880,6447,196,31342,124
2708709,8482,2157,1115,17,5168,25
2708808,31786,11090,1769,34,17776,1114
2708907,24278,6808,2832,39,14576,22
2708956,12303,2657,885,3,8747,11
2709004,5796,1746,453,8,3579,10
2709103,19032,5202,1247,20,12497,66
2709152,38053,9768,4267,98,23830,90
2709202,23565,5379,1682,19,16385,100
2709301,59280,18452,6327,150,34287,63
2709400,24092,6829,1798,6,15452,6
2800100,2170,449,484,2,1235,
2800209,20131,5539,1736,21,12818,17
2800308,602757,179290,86557,1223,333766,1894
2800407,10318,1649,1587,5,7073,4
2800506,18081,3315,2905,10,11825,26
2800605,41511,9955,6819,26,24606,105
2800670,24636,4962,2744,20,16889,21
2800704,7841,1400,1903,9,4522,7
2801009,18149,4891,1759,11,11484,4
2801108,3791,874,408,1,2507,1
2801207,26834,6313,2279,31,18156,55
2801306,31645,6095,4696,27,20798,29
2801405,19939,5791,1091,12,13031,14
2801504,13853,2805,2476,10,8548,14
2801603,5391,1983,319,1,3088,
2801702,17100,2560,1785,15,12736,4
2801900,3824,1039,363,1,2391,30
2802007,4340,644,1260,6,2429,1
2802106,65078,11935,10374,58,42570,139
2802205,5975,1369,414,,4182,10
2802304,14530,3189,1234,16,10088,3
2802403,11096,2873,913,5,7295,10
2802502,3037,471,620,1,1945,
2802601,5834,1629,288,1,3910,6
2802700,8321,1989,961,1,5362,8
2802809,16549,1782,3176,34,11523,34
2802908,103440,33565,7951,119,61693,111
2803005,40678,9785,3425,22,27418,24
2803104,4745,1424,245,2,3068,6
2803203,34411,5489,5502,33,23324,60
2803302,16209,2840,2633,7,10712,17
2803401,13407,3100,1925,38,8331,13
2803500,101579,27013,9372,58,65022,108
2803609,23975,2755,6045,19,15125,30
2803708,6838,1467,503,1,4865,2
2803807,3579,825,492,3,2249,10
2803906,11533,2377,1166,10,7971,9
2804003,15719,3049,3455,17,9165,33
2804102,11050,3201,593,7,7247,2
2804201,14336,4327,742,19,9246,2
2804300,7822,1654,807,14,5344,2
2804409,16426,3068,2019,8,11310,21
2804458,9232,3019,371,7,5827,8
2804508,41212,13693,2282,18,25189,30
2804607,24996,6909,1914,45,16088,39
2804706,6268,1809,453,4,3985,17
2804805,192330,40779,33687,304,117081,476
2804904,12502,2471,1388,7,8634,2
2805000,2778,302,278,1,2197,
2805109,7396,1423,978,4,4980,11
2805208,5677,883,351,3,4439,1
2805307,7913,1561,1191,20,5132,5
2805406,33439,7947,2505,36,22938,12
2805505,21794,6524,1349,16,13889,15
2805604,26576,9264,2090,16,14813,392
2805703,26618,7687,2716,77,16043,95
2805802,18313,3176,1729,6,13401,1
2805901,8748,1267,1928,12,5530,10
2806008,17033,6083,661,12,10253,24
2806107,9295,1684,2118,5,5482,6
2806206,20279,4399,2375,37,13442,26
2806305,13616,1578,2731,51,9242,14
2806404,7346,1308,764,,5265,9
2806503,3937,666,844,,2414,13
2806602,11092,1941,2011,25,7102,13
2806701,95612,21104,16635,194,57416,251
2806800,10327,2109,779,7,7428,4
2806909,3243,739,350,,2143,11
2807006,3434,908,264,1,2261,
2807105,42578,10929,3855,44,27709,36
2807204,7834,1277,1396,13,5092,56
2807303,3274,939,410,1,1910,14
2807402,50905,14466,3557,31,32797,54
2807501,12012,2936,954,31,8064,27
2807600,23917,4398,3020,26,16451,22
2900108,7301,2974,572,5,3742,7
2900207,17639,2054,2527,16,10666,2376
2900306,13795,2314,2489,2,8950,40
2900355,14201,4311,1215,41,8612,22
2900405,14497,1127,4897,6,8411,56
2900504,10604,2621,1553,1,6427,2
2900603,4447,581,1124,,2739,2
2900702,151055,21773,42464,144,86349,320
2900801,24530,3452,7010,27,13842,199
2900900,5218,861,1127,,3216,14
2901007,36521,6816,10393,26,19212,74
2901106,24138,1596,9696,17,12807,20
2901155,15137,2523,3653,41,8896,21
2901205,25438,6847,1867,6,16703,15
2901304,13080,1001,3856,9,8164,50
2901353,15012,3775,1243,19,9903,72
2901403,13732,3377,1856,3,8439,57
2901502,11031,788,3110,6,7118,9
2901601,14206,5228,1363,5,7578,23
2901700,11146,549,6139,1,4446,11
2901809,10862,1962,2163,8,6667,62
2901908,15922,3235,3033,1,9621,32
2901957,6913,1338,1573,5,3943,54
2902005,13936,4580,966,32,8351,7
2902054,11557,1124,4355,10,6013,55
2902104,48294,9594,7971,45,30572,111
2902203,9833,702,4009,6,5103,13
2902252,10191,1386,2330,10,6402,63
2902302,8677,774,2319,,5577,7
2902401,11179,1342,3227,,6568,42
2902500,13614,3498,1039,3,9069,5
2902609,18220,2632,2931,15,12631,9
2902658,11958,2652,889,6,5554,2857
2902708,51092,7583,11457,13,32003,35
2902807,26026,7254,2055,7,16694,15
2902906,36539,9217,5318,24,21948,32
2903003,13836,3651,1516,16,8616,37
2903102,5775,614,1832,1,3324,4
2903201,159734,41174,24721,453,92981,392
2903235,13453,3743,1393,21,8274,22
2903276,15203,3344,3103,,8751,5
2903300,5833,711,1109,12,3950,51
2903409,20121,2805,4933,20,12090,273
2903508,18412,4570,2018,21,11779,22
2903607,15146,1767,3889,11,9478,1
2903706,13690,3367,1505,25,8711,82
2903805,16873,2145,3713,25,10982,8
2903904,65550,13209,16203,51,35932,154
2903953,9730,2855,808,3,6047,17
2904001,13622,2253,2566,16,8780,7
2904050,15844,2515,2050,34,11177,68
2904100,19322,5390,1030,5,12891,6
2904209,11024,2604,742,1,7674,3
2904308,12943,2201,3289,19,7416,18
2904407,9108,2390,846,4,5864,4
2904506,11765,3393,1006,12,7337,17
2904605,70510,27819,5354,53,37203,80
2904704,14804,2487,2791,19,9108,399
2904753,19589,3879,2742,18,12934,16
2904803,6205,1793,764,1,3628,19
2904852,16559,1334,6580,2,8620,23
2904902,29250,1825,15159,26,12182,58
2905008,22462,7656,2272,9,12521,3
2905107,10384,1472,2763,8,6119,22
2905156,11266,3878,433,14,6933,7
2905206,52012,18358,6703,63,26844,44
2905305,17466,2904,2268,9,12279,6
2905404,17761,2553,5466,31,9607,104
2905503,13080,2033,2077,15,8917,38
2905602,22579,3829,4874,17,12905,949
2905701,300372,46813,83998,461,168067,1027
2905800,30469,3642,12735,13,13874,205
2905909,30671,6875,3168,98,20474,55
2906006,71377,14929,13189,117,43008,132
2906105,10225,3458,739,3,6017,8
2906204,24206,4984,3369,25,15804,24
2906303,32683,4732,6740,38,20981,191
2906402,7772,897,3016,,3851,8
2906501,72382,6952,26148,157,39028,97
2906600,13016,3634,1636,8,7735,3
2906709,25247,6918,2300,17,15964,48
2906808,37439,8188,3697,10,25462,82
2906824,16105,2776,1731,31,11559,8
2906857,10744,2966,1244,16,6502,16
2906873,33235,8926,4633,13,19575,88
2906899,9940,3715,650,5,5556,14
2906907,20580,3273,4277,20,12897,110
2907004,8365,761,3459,13,4070,62
2907103,28869,5792,3835,30,19182,30
2907202,72086,21362,8662,106,41715,240
2907301,24712,2964,7135,8,14586,18
2907400,3434,917,433,,2083,1
2907509,48148,6299,11304,30,30437,78
2907558,8841,3294,817,8,4720,2
2907608,16348,3820,2043,27,10421,37
2907707,10579,980,1439,5,8134,21
2907806,30907,11060,2899,19,16771,156
2907905,17230,4151,3194,7,9824,54
2908002,17333,2943,3464,18,10849,53
2908101,19151,6529,1408,46,11107,61
2908200,20800,1647,10457,12,8647,37
2908309,15794,1590,6565,2,7634,3
2908408,67825,16552,13721,59,37361,131
2908507,35308,2946,12363,25,19901,73
2908606,23654,2656,6568,12,14291,126
2908705,17053,4296,925,12,11820,
2908804,4333,1015,718,4,2592,4
2908903,26692,2146,10224,28,14208,85
2909000,7546,2317,307,2,4918,
2909109,13990,3846,1048,12,9080,4
2909208,17056,4195,1272,4,11583,1
2909307,32457,8356,3923,44,20025,108
2909406,13063,2660,1699,6,8636,62
2909505,4415,784,1036,4,2588,3
2909604,19729,4444,1931,7,13333,14
2909703,13993,3723,1121,3,9134,12
2909802,60348,7939,19945,47,32310,100
2909901,34180,5253,4276,31,22903,1717
2910008,10820,1882,1993,10,6929,6
2910057,71485,9982,21125,144,40041,190
2910107,11884,6054,427,3,5396,4
2910206,4407,692,1707,1,1978,29
2910305,7808,1677,1885,5,4227,14
2910404,19107,3570,1813,8,13709,6
2910503,38098,4363,11862,95,21640,138
2910602,32554,5011,7624,75,19697,147
2910701,61456,14114,5113,49,40704,1475
2910727,113710,24498,17875,198,69105,2032
2910750,17895,5666,900,11,11295,23
2910776,5631,1933,586,14,3064,34
2910800,616272,103932,180190,590,330451,1086
2910859,17897,2882,3957,9,11008,41
2910909,4873,918,974,2,2971,8
2911006,11059,2223,2177,6,6616,37
2911105,25899,3699,5465,535,16171,28
2911204,32178,4917,7559,25,19649,28
2911253,4360,1043,430,1,2884,2
2911303,10884,3910,1064,5,5898,7
2911402,15524,3563,1079,7,8758,2117
2911501,5555,595,1661,1,3296,2
2911600,20605,1752,8522,9,10248,74
2911659,8050,1969,594,1,5470,16
2911709,87817,28811,11084,127,47593,196
2911808,19049,3486,2161,16,13232,154
2911857,12309,4044,674,4,7575,12
2911907,24607,3838,5273,18,15439,39
2912004,10429,3473,1087,6,5852,11
2912103,21665,4563,3901,23,13039,139
2912202,20785,3888,3142,31,13682,42
2912301,13934,3809,1748,7,8332,38
2912400,16603,4043,2859,7,9663,31
2912509,13863,5130,630,15,8073,15
2912608,3725,509,329,6,2874,5
2912707,25344,2767,7945,10,14580,41
2912806,8896,1930,1537,22,5386,21
2912905,18792,2639,3092,10,13046,4
2913002,14637,2863,2834,8,8920,12
2913101,16969,4710,3270,11,8945,32
2913200,26309,4597,3908,26,17162,615
2913309,6190,1419,1986,3,2781,1
2913408,15527,5779,2636,6,7103,3
2913457,13151,1113,4641,,7380,17
2913507,21491,5394,2176,33,13847,40
2913606,178649,30561,40755,264,99118,7944
2913705,33790,4916,9183,69,19554,68
2913804,13709,2099,3191,13,8385,21
2913903,40706,7437,8778,26,24376,83
2914000,56876,10764,11564,55,34378,114
2914109,9935,4891,519,1,4520,4
2914208,6101,1338,967,22,3763,11
2914307,10752,1689,1942,3,7096,22
2914406,23879,3284,2953,12,17608,22
2914505,28043,1773,12338,39,13798,95
2914604,74507,21584,10723,76,41920,203
2914653,28165,4818,3658,14,19271,404
2914703,65073,11737,13709,118,39352,154
2914802,186708,38535,36602,211,110260,1096
2914901,27704,3497,9311,37,14532,327
2915007,13472,1711,3899,7,7799,56
2915106,13803,2096,2473,15,9189,30
2915205,15310,2300,2822,,10163,25
2915304,6347,1171,967,8,4144,55
2915353,12311,2621,2353,7,7293,37
2915403,6037,847,853,3,3178,1156
2915502,18781,3096,4188,32,11405,60
2915601,59605,8190,6595,49,43555,1214
2915700,7051,1194,1420,4,4416,17
2915809,24394,4882,3875,12,15577,48
2915908,5914,499,1894,2,3504,15
2916005,17813,4781,1881,25,11015,111
2916104,19789,1340,6278,13,12121,37
2916203,10341,1440,1633,4,7227,37
2916302,9174,1442,2092,13,5501,126
2916401,65897,15066,10434,66,40013,315
2916500,31679,5573,4503,5,21568,30
2916609,10279,2223,2344,,5705,7
2916708,8153,1567,1345,3,5236,1
2916807,17052,4529,2049,11,10399,64
2916856,15737,3453,1595,9,10657,23
2916906,10999,2381,2070,6,6529,13
2917003,33872,6218,3735,64,23770,85
2917102,16617,3597,2642,18,10247,113
2917201,17914,5712,1444,6,10737,15
2917300,21902,3510,6594,63,11715,20
2917334,11118,2149,1378,11,7579,1
2917359,9275,1919,512,1,6839,4
2917409,14436,5663,645,18,8103,7
2917508,82590,17328,16588,129,48210,334
2917607,45964,9479,8504,90,27730,157
2917706,32703,7832,2984,36,21816,34
2917805,17659,1504,6401,3,9736,15
2917904,9285,1051,1459,15,6735,25
2918001,158813,36354,31558,181,90432,276
2918100,37626,8840,4319,25,24362,79
2918209,13629,1941,4077,1,7609,1
2918308,14355,2156,3107,3,9084,5
2918357,24854,5312,4278,26,15209,28
2918407,237821,52067,38627,362,145772,986
2918456,9655,1678,685,7,7278,7
2918506,16354,3814,1700,10,10812,18
2918555,5888,880,1318,16,3593,81
2918605,7379,3127,605,2,3633,12
2918704,4075,803,747,8,2514,3
2918753,14105,6135,988,1,6966,15
2918803,21052,2635,7220,13,11179,5
2918902,3845,1018,427,14,2376,10
2919009,3527,543,631,1,2351,1
2919058,7494,1799,1280,14,4384,17
2919108,9015,592,2988,26,5364,45
2919157,25736,5416,4820,73,15363,57
2919207,203331,40266,60760,394,101186,717
2919306,10774,1248,3378,6,6111,31
2919405,11834,3838,896,15,7072,12
2919504,43903,16437,4719,28,22689,30
2919553,107909,29869,15441,319,62031,249
2919603,10454,1740,1655,7,7039,13
2919702,21599,5215,3140,14,13214,15
2919801,41859,14559,2737,69,24362,129
2919900,7256,1060,606,,5577,13
2919926,18504,2024,4175,26,12238,40
2919959,6973,2024,432,,4511,6
2920007,8731,2115,1533,2,5046,35
2920106,17674,3389,3165,21,10984,14
2920205,15398,1228,2618,,11552,
2920304,8670,3253,401,,5014,2
2920403,13860,4271,1619,4,7963,3
2920452,13919,687,1660,,11567,5
2920502,27620,6802,3680,45,16919,174
2920601,35859,5155,10470,26,20167,41
2920700,24527,3060,8107,20,13263,77
2920809,9267,1273,1960,4,6016,14
2920908,13544,2305,3061,14,8025,139
2921005,42566,4550,14417,64,23413,122
2921054,10330,2743,1802,,5783,2
2921104,22194,5285,1881,10,15001,17
2921203,24661,4584,3512,33,16506,25
2921302,11071,2500,1683,2,6882,2
2921401,15734,2042,4040,17,9623,12
2921450,10187,3574,379,5,6215,14
2921500,47780,17816,3442,9,26387,126
2921609,7996,1769,908,,5317,2
2921708,33594,5873,7120,53,20434,112
2921807,11143,2750,638,36,7707,12
2921906,12137,2719,1971,11,7400,36
2922003,37977,7597,7056,37,23134,153
2922052,13152,2204,1047,40,9807,54
2922102,17305,3284,3018,12,10972,17
2922201,7190,898,2050,5,4236,1
2922250,10443,1266,2242,18,6685,232
2922300,28707,3014,10075,3,15552,63
2922409,20037,3096,7619,14,9303,5
2922508,27060,3133,8341,10,15544,31
2922607,12063,1418,3849,14,6768,14
2922656,18523,3320,1428,5,13760,10
2922706,13715,3434,1522,16,8673,66
2922730,7967,1649,980,8,5328,2
2922755,6501,907,1450,4,4138,2
2922805,7780,1420,1248,,5085,27
2922854,7538,735,1455,2,5338,8
2922904,24236,4570,3335,16,16240,75
2923001,39509,7200,8434,118,23630,127
2923035,11162,3634,1127,15,6378,8
2923050,10660,3707,1375,6,5563,9
2923100,22633,4863,3588,31,14131,20
2923209,20715,4017,1944,8,14739,7
2923308,7716,375,4073,5,3251,12
2923357,19243,3236,3216,4,12776,11
